application_type_raw,application_type_clean,application_track,application_has_early_merit,application_type_inconsistent_flag,remaining_cap_50_rule_pct,level,application_term,nationality,applicant_citizenship,applicant_marital_status,applicant_plan_to_reside,father_status,father_employment_sector,father_position,father_employer_name,father_annual_income_from_work_status,father_work_status_benefits_total,father_self_employed_name,father_gross_income,father_net_income,father_ever_worked,father_unemployment_date,father_second_occupation_flag,father_job_info_clean,father_job_info_category,father_income_document,father_income_document_status,father_income_document_suspicious_flag,mother_status,mother_employment_sector,mother_position,mother_employer_name,mother_annual_income_from_work_status,mother_work_status_benefits_total,mother_self_employed_name,mother_gross_income,mother_net_income,mother_ever_worked,mother_unemployment_date,mother_second_occupation_flag,mother_job_info_clean,mother_job_info_category,mother_income_document,mother_income_document_status,siblings_at_aub_count,siblings_not_at_aub_count,siblings_other_total_tuition,siblings_other_total_financial_assistance,source_of_income_type,source_of_income_work_status,source_of_income_has_record,dependents_count,investments_count,investments_total_annual_profit,financial_assistants_count,financial_assistants_total_est_annual_amount,special_family_circumstances_category,special_family_circumstances_detail,loans_count,loans_total_amount,loans_total_monthly_payment,loans_total_remaining_balance,loans_max_remaining_years,properties_count,property_types,properties_total_area,properties_total_estimated_value,properties_mortgaged_count,properties_rented_income_total,properties_planted_income_total,cars_count,car_models,cars_mortgaged_count,travel_records_clean,travel_records_category,travel_records_missing_flag,certificate_ownership_clean,certificate_ownership_status,applicant_is_employed,applicant_position,spouse_citizenship,decision,over_and_above_decision,over_and_above_percentage_awarded,has_over_and_above,submission_date,need_pct,need_comment,merit_pct,merit_hist_pct,merit_comment,consent_to_share_information,bin_status,faid_missing_documents,faid_missing_documents_count,school,school_was_missing
Freshman,Freshman,freshman_regular,0,0,50.0,Undergraduate,202610,Syria,Syria Armenia,Single,Parents Home,Employed,Private Sector,Sales Executive,Muhammad Birawi Auto Spare Parts TR.+,1362.0,,,,,,,0,Sales representative in UAE Mohammad birawi Establishemt,other,46500.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,1,0,,0,,none,,0,,,,,1,apartment,161.0,150000.0,0,,,2,"Kia, Rio, 2016; Nissan, X-trail, 2018",0,high for mother and applicant; very high for father (14 pages for father),very_high,0,missing,missing,0,,,denied,,,0,2025-01-15,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,Certificate of Ownership نفي ملكية,1,"Beirut Evangelical School for Boys and Girls (BESBG), Antelias",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Palestine,Palestine Lebanon,Single,AUB Dorms,Self-Employed,,,,,,"N/A, Lebanon",4800.0,960.0,,,0,,missing,400.0,parsed,0,Employed,Private Sector,Social Worker,UNRWA,,2807.0,,,,,,0,,missing,25000.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,none,,0,,,,,0,,,,0,,,1,"Honda, CRV, 2004",0,,missing,1,,missing,0,,,awarded,no_o_a,,0,2025-01-16,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,Bekaa Youth Education Center,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202510,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Senior IS Security Specialist,BLOM Bank S.A.L,16947.0,945.0,,,,,,0,Senior IS security specialist at Blom bank,other,11759.0,parsed,0,Employed,Private Sector,Teacher,College Louise Wegmann,,,,,,,,0,Teacher at college louise wegmann,other,794.0,parsed,0,3,5550.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,0,,,,0,,,2,"Mitsubishi, 2016; Chevrolet, 2012",0,Missing,other,1,1 land in Jbeil,reported_ownership,0,,,awarded,no_o_a,,0,2023-11-10,40.0,Awarded 40% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"College De La Saint Famille Fanar, Fanar",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202520,Lebanon,,Single,Parents Home,Employed,Public Sector,Civil Engineer,,10590.0,,,,,,,0,,missing,10800.0,parsed,0,Unemployed,,secretary,office of the lawyer nadim antoine abboud,,,,,,Yes,2000-06-30,0,nssf,nssf,0.0,parsed,0,1,14387.5,0.0,not_applicable,,0,1,0,,0,,other,2019 bank crisis,0,,,,,0,,,,0,,,1,"Audi, A5, 2009",0,,missing,1,,missing,1,Civil Engineer,,awarded,no_o_a,,0,2024-12-02,20.0,Awarded 20% as per Committee Decision FA Spring 2024-25,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Sales manager,Epf,70000.0,20000.0,,,,,,0,,missing,,missing,0,Unemployed,,,,,,,,,No,,0,,missing,,missing,0,3,16000.0,0.0,not_applicable,,0,0,0,,0,,other,-,0,,,,,1,apartment,200.0,140.0,0,,,2,"Jeep, Wrangler, -; Range Rover, Vogue, 2003",0,missing,other,1,missing,missing,0,,,,,,0,2025-10-18,0.0,,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,incomplete,"Form A - Employee Income Statement - Father
Service Statement from NSSF - إفادة خدمة من الضمان الإجتماعي - Mother
Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",4,Collège Saint Joseph Antoura,0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Unemployed,,Plastic Recycling Plant Manager,OK Plast,,,,,,Yes,2024-12-31,0,termination letter,other,0.0,parsed,0,Employed,Private Sector,Teacher,Carmel Saint Joseph Mechref,,15.0,,,,,,0,,missing,2988.0,parsed,0,4,15800.0,11300.0,not_applicable,,0,1,0,,0,,none,,0,,,,,5,house; land,5492.0,255000.0,0,,,2,"Nissan, Micra, 2013; Honda, Pilot Exl, 2008",0,,missing,1,,missing,0,,,awarded,no_o_a,,0,2025-01-23,40.0,Awarded 40% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"College du Carmel Saint Joseph Mechref (CCSJ), Mechref",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Rented Apartment,Employed,Private Sector,Sport Teacher,The lebanese school for the blind and deaf,3955.0,,,,,,,0,NGO,other,4000.0,parsed,0,Employed,Private Sector,Responsable administrative,Association du foyer de l'enfant libanais,,,,,,,,0,Responsible administrative at NGO,other,7400.0,parsed,0,1,4335.0,0.0,not_applicable,,0,0,0,,0,,sickness,Fadi (father) has kidney Failure . He's on dialysis,0,,,,,1,apartment,102.0,120.0,0,,,1,"Mitsubichi, Pajero, 2001",0,0 for father; missing for mother and applicant,none,1,missing,missing,0,,,awarded,percentage,10.0,1,2025-11-22,20.0,Awarded 20% as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام
Salary Domiciliation - Father
Salary Domiciliation - Mother
Salary slip for your father showing the USD part of his salary
Salary slip for your mother showing the USD of her salary",6,"Sagesse Saint Jean Brasilia, Baabda",0
Freshman,Freshman,freshman_regular,0,0,50.0,Undergraduate,202610,Brazil,Brazil Lebanon,Single,Parents Home,Self-Employed,,,,,,"D-I-C sal, Lebanon",366832.0,-4299.0,,,0,Partner of 3 (33% shares) at D-I-C sal (MEP System integrator),other,121000.0,parsed,0,Employed,Private Sector,Whole sales Manager,Toy Market Trading s.a.l,,8520.0,,,,,,0,Wholesales manager at toys market trading SAL,other,40400.0,parsed,0,1,7000.0,0.0,not_applicable,,0,3,0,,0,,none,,0,,,,,7,apartment; land,50447.0,576000.0,0,,,2,"BMW, 523, 2008; Audi, A5, 2011",0,low for applicant; average for father; missing for mother,average,1,missing,missing,0,,,denied,,,0,2024-12-23,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,SABIS International School - Adma,0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Unemployed,,Buisness Director,Impact BBDO,,,,,,Yes,2022-08-26,0,"Freelancing, private tutoring + nssf",nssf,20400.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,0,,,grandparents,retired,1,1,0,,3,42000.0,other,Loss of Job and and father freelancing for other markets,0,,,,,1,apartment,220.0,250000.0,0,,,0,,0,high for father to UAE; missing for applicant and mother,high,1,missing,missing,0,,,denied,,,0,2025-02-22,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Wellspring Learning Community School, Ain El Remmaneh",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202510,Egypt,Egypt,Single,With Relatives,Employed,Public Sector,Unknown,,0.0,,,,,,,0,"no contact with father, will not contribute in any educational expense (divorce papers submitted)",no_contact,0.0,parsed,0,Employed,Private Sector,Academic and social support specialist/ ABA therapist,Aman Medical Center,,,,,,,,0,Academic and social support therapist,other,12000.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,other,my mother is the only breadwinner since my parents are divorced. i dont know much about my father,0,,,,,0,,,,0,,,1,"Infiniti, EX 35, 2008",0,low for mother and applicant,low,0,,missing,0,,,awarded,percentage,10.0,1,2024-04-09,50.0,Awarded 50% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,"Official Employment Certificate - Father
Certificate of Ownership نفي ملكية",2,Al Murooj Scientific Pvt School,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,10.0,Undergraduate,202510,Lebanon,Lebanon,Single,AUB Dorms,Employed,Private Sector,Project Manager,Tribrics Lebanon,24000.0,4800.0,,,,,,0,Project manager,other,28800.0,parsed,0,Employed,Private Sector,General Manager,Automobile et Touring Club du Liban (ATCL),,28325.0,,,,,,0,General Manager,other,4500.0,parsed,0,1,2400.0,0.0,not_applicable,,0,4,0,,0,,none,,0,,,,,10,business premises; house; land,12884.0,654700.0,0,,0.0,2,"Infinity, 2009; Prado, 2004",0,MISSING,other,1,OC: 1 apt in dekwaneh metn + 1 land in jbeil + 1/2 land in amchit jbeil + 1 land in gharfeen jbeil + 1 land in kfour kesrouane + 2 apts in zouk mikael kersouane + 1 apt in sheileh kesrouane + 1/2 land in fatka kesrouane + 2 lands in batroun + 2 lands in amchit jbeil + 1/2 land in amchit jbeil,reported_ownership,0,,,denied,,,0,2023-11-13,0.0,Denied as per Committee Decision FA Fall 2024-25,40.0,,Awarded 40% Early Admissions MERIT scholarship for FA Fall 2024-25,yes,denied,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202610,Lebanon,Lebanon Brazil,Single,Parents Home,Employed,Public Sector,Teacher,,436.0,,,,,,,0,MEHE,other,5500.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf (ghayr mousajjal),nssf,0.0,parsed,1,1,2801.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,3,apartment; land,2866.0,230000.0,0,,,1,"Honda, Pilot,sedan, 2009",0,low for all,low,0,OC: 1 at in chiyah baabda + 1 apt in hart hreik,reported_ownership,0,,,awarded,no_o_a,,0,2024-12-10,30.0,Awarded 30% as per Committee Decision FA Fall 2025-26,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,,0,"Le Lycee National, Choueifat",0
Freshman,Freshman,freshman_regular,0,0,50.0,Undergraduate,202610,Palestine,Palestine,Single,With Relatives,Employed,Private Sector,teacher,al mawakeb schools,45000.0,6900.0,,,,,,0,,missing,51000.0,parsed,0,Employed,Private Sector,teacher,heliopolis high school,,25.0,,,,,,0,,missing,6966.0,parsed,0,1,1100.0,25.0,not_applicable,,0,2,0,,0,,sickness,chronic illness,2,86388.0,1511.0,21800.0,2.0,0,,,,0,,,0,,0,receipts,receipt_only,0,FCSR,fcsr,0,,,awarded,no_o_a,,0,2025-04-13,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Eastwood College, Kfarshima",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Unemployed,,He was self employed,Abdo Chamoun (employer's name),,,,,,Yes,2022-01-12,0,nssf,nssf,0.0,parsed,0,Self-Employed,,,,,,Lawyer,16000.0,4000.0,,,0,Freelance lawyer; tax 2023: 40M lbp,other,16000.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,none,,0,,,,,8,apartment; business premises; house; land,8040.0,1205.0,0,,,2,"Audi, A3, 2015; Porsche, Cayenne, 2013",0,missing,other,1,OC: 1 apt in jdeideh metn + 1 apt in ain el kash metn,reported_ownership,0,,,awarded,no_o_a,,0,2025-03-30,25.0,Awarded 25% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"College Mariste Champville, Antelias",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon Armenia,Single,Parents Home,Self-Employed,,,,,,"Care dent clinic, Lebanon",16257.0,5687.0,,,0,,missing,17000.0,parsed,0,Employed,Private Sector,Customer relationship senior officer,Byblos Bank SAL,,2250.0,,,,,,0,,missing,25000.0,parsed,0,0,,,not_applicable,,0,2,0,,0,,none,,0,,,,,3,apartment; business premises,291.0,205000.0,1,,,3,"Mercedes, 350 C class, 2010; BMW, 325, 2006; Toyota, CHR, 2018",0,avereage,other,0,"1 apt in bauchrieh, mansourieh and bourj hammoud",reported_ownership,0,,,denied,,,0,2025-06-24,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,"Hripsirmiantz College, Fanar",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,AUB Dorms,Employed,Private Sector,IT manager,Patchi industrial co sal,11732.0,,,,,,,0,,missing,11666.0,parsed,0,Employed,Public Sector,Teacher,,,2966.48,,,,,,0,,missing,3333.0,parsed,0,1,1985.75,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,4,land,3700.0,181000.0,0,,,3,"GMC, Envoy, 2002; Toyota, Corolla, 2010; Honda, Civic, 2021",0,,missing,1,4 lands in shouf,reported_ownership,0,,,awarded,no_o_a,,0,2024-12-04,40.0,Awarded 40% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"Rafic Hariri High School (RHHS), Saida",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Insurance Consultancy and Services, Lebanon",51416.0,8227.0,,,1,474M tax booklet,tax_booklet,52000.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,3,12272.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,2,apartment; business premises,151.0,70000.0,0,,,2,"Toyota, Toyota Prado, 2009; Mitsubishi, Mitsubishi Io, 2003",0,,missing,1,"1 apt in jbeil, msaytbe, jal el dib, bauchrieh + 10 lands in jbeil",reported_ownership,0,,,denied,,,0,2024-11-16,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"College Mariste Champville, Antelias",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Retired,"Armed Forces, 2005-05-01",,,,3230.0,"Taxi driver, Lebanon",600.0,600.0,,,1,Taxi driver,other,600.0,parsed,0,Unemployed,,Employee in a clothing store,Malek Tayyara,,,,,,Yes,2000-06-30,0,nssf,nssf,0.0,parsed,0,1,2300.0,0.0,not_applicable,,0,1,0,,0,,sickness,"Father has chronic hypertension and glaucoma, mother has chronic hypertension and Trigeminal Neuralgia, grandmother has has chronic hypertension and advanced celiac disease.",0,,,,,1,apartment,90.0,90000.0,0,,,2,"Kia, Cerato, 2018; Kia, Sonet, 2023",0,0-low,low,0,OC: 1 apt in beirut mazraa,reported_ownership,0,,,denied,,,0,2024-06-25,0.0,Denied as per Committee Decision FA Fall 2024-25,,,,yes,denied,"NSSF registration document - إفادة تسجيل المؤسسة في الضمان الإجتماعي - Father - 2nd occupation
Income Tax Statement ضريبة دخل من وزارة المالية - Father - 2nd occupation",2,"International College (IC), Beirut",1
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Retired,"Private Sector, 2013-10-01",,,,10000000.0,,,,,,0,Retirement salary,retired,1333.0,parsed,0,Employed,Private Sector,Art Teacher,Al Mustafa School Nabatieh,,,,,,,,0,,missing,3972.0,parsed,0,1,2500.0,1250.0,not_applicable,,0,0,0,,0,,other,"I am currently working part-time with my sister in private tutoring to help pay for my education and living expenses. My parents are divorced, and I live with my father, who is retired and receives a monthly pension of approximately 1,500,000 L.L. since long time until 2 months ago his retirement payment increased to become 10 million L.L per month",0,,,,,0,,,,0,,,0,,0,low,low,0,1 full land in baalback and very low shares lands in baalback and baabda,reported_ownership,0,,,awarded,no_o_a,,0,2024-06-18,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,,0,"International College (IC), Beirut",1
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202520,Lebanon,Lebanon Canada,Single,Parents Home,Employed,Private Sector,Chief Dealer,Bank Audi,58150.0,8000.0,,,,,,0,Bank audi,other,58200.0,parsed,0,Employed,Private Sector,"General Manager, HR & Training",Mitsulift,,,,,,,,0,mitsulift (general manager in HR department),other,55250.0,parsed,0,2,8200.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,3,apartment; land,880.0,310000.0,0,,,2,"Infiniti, Q50, 2015; Toyota, Fortuner, 2006",0,"high for mother (france, ivory coast, cyprus, belgium, greece...) average for father; high for applicant (uae, turkey, greece, cyprus)",high,0,OC: 1 apt in deek el mehdi + 2 lands in chreen metn + 1 apt in zouk mosbeh keserwen,reported_ownership,0,,,denied,,,0,2024-11-28,0.0,Denied as per Committee Decision FA Spring 2024-25,,,,yes,denied,,0,"International College (IC), Beirut",1
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Rented Apartment,Unemployed,,Electrician,Self Employed as an Electrician,,,,,,Yes,2019-01-01,0,,missing,0.0,parsed_with_nssf_note,0,Unemployed,,,,,,,,,No,,0,,missing,0.0,parsed_with_nssf_note,0,0,,,not_applicable,,1,0,0,,1,12000.0,none,,0,,,,,0,,,,0,,,0,,0,"low and recent for both parents, missing for applicant.",low,1,missing,missing,0,,,awarded,no_o_a,,0,2024-06-30,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202710,Lebanon,Lebanon Armenia,Single,Parents Home,Employed,Private Sector,Front office Manager,Hotle Sofitel le Gabriel,12500.0,1703.0,,,,,,0,Front Office manager at Le Gabriel Hotel,other,14292.0,parsed,0,Employed,Private Sector,Procurement Manager,Boubess group,,1320.0,,,,,,0,Group purchasing manager at REL SAL,other,15720.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,none,,0,,,,,3,apartment; business premises,290.0,310000.0,0,,,2,"Cheroke, Laredo, 2004; BMW, 2023, 2002",0,low for all,low,0,fcsr,fcsr,0,,,awarded,no_o_a,,0,2025-11-10,30.0,Awarded 30% as per Committee Decision FA Fall 2026-27,,,,yes,awarded,Certificate of Ownership نفي ملكية,1,"College Notre Dame de Nazareth (NDN), Achrafieh",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Employed,Public Sector,History teacher,,10930.0,,,,,,,0,MEHE,other,11000.0,parsed,0,Employed,Private Sector,Part time English teacher,Al Mahdi Schools - Shahed,,,,,,,,0,Part time teacher at Al Mahdi high school,other,5400.0,parsed,1,3,5101.0,10464.0,not_applicable,,0,0,0,,0,,none,,0,,,,,2,land,2762.0,55.0,0,,,2,"Nissan, Sunny, 2017; Yamaha, ZR 125CC, 2025",1,0-low,low,0,missing,missing,0,,,awarded,percentage,10.0,1,2025-11-21,20.0,Awarded 20% as per Committee Decision FA Fall 2026-27,0.0,30.0,Lost the 30%: Student did not confirm the Early Admission,yes,early_without_confirmation,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Al Mahdi High School, Hadath",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Other,Self-Employed,,,,,,"Smartvision, Lebanon",95430.0,18455.0,,,0,,missing,95430.0,parsed,0,Employed,Private Sector,Teacher,Lycee Alphonse de Lamartine,,713.0,,,,,,0,,missing,,missing,0,2,5090.0,5090.0,not_applicable,,0,4,0,,0,,none,,0,,,,,2,apartment,297.0,390000.0,0,,,3,"toyota, yaris, 2017; Honda, CRV, 2013; Mazda, 323 GLX, 1990",0,"0 for applicant and father, low and recent for mother",low,0,,missing,0,,,denied,,,0,2025-11-02,0.0,Denied as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,denied,Certificate of Ownership نفي ملكية,1,"Lycee Franco Libanais Alphonse De Lamartine, Kfarkahel",0
